Status;Funktion;Reserve_D;Behinderung;Soziales;Anwesenheit;Reserve_H;Reserve_I;Reserve_J;Reserve_K;Reserve_L;Nachname;Vorname;Geburtsdatum;Kontakt;PLZ;Wohnort;Geschlecht;Platz_1;Platz_2;Platz_3;Platz_4;Platz_5;Platz_6;Platz_7;Alter;Landkreis;Bundesland
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Fischer;Max;12.09.2011;max@test.de;56349;Kaub;m;;;;;;;13;Rhein-Lahn-Kreis;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Lehmann;Anna;28.02.2010;anna.l@test.de;56346;Nastätten;w;;;;;;;14;Rhein-Lahn-Kreis;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Kraus;Paul;17.08.2009;paul.k@test.de;56130;Bad Ems;m;;;;;;;15;Rhein-Lahn-Kreis;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Richter;Leon;05.04.2012;leon.r@test.de;56130;Bad Ems;m;;;;;;;12;Rhein-Lahn-Kreis;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Baumann;Sophie;18.07.2011;sophie.b@test.de;57610;Altenkirchen;w;;;;;;;13;Landkreis Altenkirchen;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Köhler;Luca;09.01.2010;luca.k@test.de;57610;Altenkirchen;m;;;;;;;14;Landkreis Altenkirchen;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Franke;Marie;23.05.2012;marie.f@test.de;57518;Betzdorf;w;;;;;;;12;Landkreis Altenkirchen;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Bergmann;Tim;14.11.2009;tim.b@test.de;57518;Betzdorf;m;;;;;;;15;Landkreis Altenkirchen;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Schreiber;Lea;06.03.2011;lea.s@test.de;55232;Alzey;w;;;;;;;13;Landkreis Alzey-Worms;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Stein;Julian;21.08.2010;julian.s@test.de;55232;Alzey;m;;;;;;;14;Landkreis Alzey-Worms;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Weiß;Emma;02.12.2012;emma.w@test.de;67574;Osthofen;w;;;;;;;12;Landkreis Alzey-Worms;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Engel;Florian;15.04.2009;florian.e@test.de;55543;Bad Kreuznach;m;;;;;;;15;Landkreis Bad Kreuznach;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Pfeiffer;Mia;29.09.2011;mia.p@test.de;55543;Bad Kreuznach;w;;;;;;;13;Landkreis Bad Kreuznach;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Hauser;Ben;08.06.2010;ben.h@test.de;55543;Bad Kreuznach;m;;;;;;;14;Stadt Bad Kreuznach;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Friedrich;Lina;12.02.2012;lina.f@test.de;54516;Wittlich;w;;;;;;;12;Landkreis Bernkastel-Wittlich;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Walter;Finn;25.07.2009;finn.w@test.de;54516;Wittlich;m;;;;;;;15;Landkreis Bernkastel-Wittlich;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Günther;Clara;03.10.2011;clara.g@test.de;54470;Bernkastel-Kues;w;;;;;;;13;Landkreis Bernkastel-Wittlich;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Herrmann;Elias;17.01.2010;elias.h@test.de;55116;Mainz;m;;;;;;;14;Kreisfreie Stadt Mainz;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Scholz;Hannah;09.05.2012;hannah.s@test.de;55116;Mainz;w;;;;;;;12;Kreisfreie Stadt Mainz;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Ludwig;Noah;22.08.2009;noah.l@test.de;55218;Ingelheim;m;;;;;;;15;Landkreis Mainz-Bingen;Rheinland-Pfalz
